State_Name,Year,Starting_Population,Ending_Population,Change,Percentage_Change,Natural_Increase,Net_Migration,STATEFP,COUNTYFP,CLASSFP
"Grant County, KY",2014-2015,24846,24757,-89,-0.358,134,-223,21,81,H1
"Grant County, KY",2015-2016,24757,24908,151,0.61,105,46,21,81,H1
"Grant County, KY",2016-2017,24908,24984,76,0.305,124,-48,21,81,H1
"Graves County, KY",2000-2001,37049,36869,-180,-0.486,46,-226,21,83,H1
"Graves County, KY",2001-2002,36869,36770,-99,-0.269,27,-126,21,83,H1
"Graves County, KY",2002-2003,36770,36898,128,0.348,34,94,21,83,H1
"Graves County, KY",2003-2004,36898,36789,-109,-0.295,-10,-99,21,83,H1
"Graves County, KY",2004-2005,36789,36926,137,0.372,60,77,21,83,H1
"Graves County, KY",2005-2006,36926,36859,-67,-0.181,22,-89,21,83,H1
"Graves County, KY",2006-2007,36859,36932,73,0.198,60,13,21,83,H1
"Graves County, KY",2007-2008,36932,36862,-70,-0.19,79,-149,21,83,H1
"Graves County, KY",2008-2009,36862,36932,70,0.19,27,43,21,83,H1
"Graves County, KY",2009-2010,36932,37207,275,0.745,18,257,21,83,H1
"Graves County, KY",2010-2011,37207,37513,306,0.822,86,220,21,83,H1
"Graves County, KY",2011-2012,37513,37535,22,0.059,28,-6,21,83,H1
"Graves County, KY",2012-2013,37535,37380,-155,-0.413,27,-182,21,83,H1
"Graves County, KY",2013-2014,37380,37618,238,0.637,66,172,21,83,H1
"Graves County, KY",2014-2015,37654,37421,-233,-0.619,96,-329,21,83,H1
"Graves County, KY",2015-2016,37421,37148,-273,-0.73,86,-359,21,83,H1
"Graves County, KY",2016-2017,37148,37121,-27,-0.073,76,-103,21,83,H1
"Grayson County, KY",2000-2001,24094,24170,76,0.315,36,40,21,85,H1
"Grayson County, KY",2001-2002,24170,24235,65,0.269,3,62,21,85,H1
"Grayson County, KY",2002-2003,24235,24648,413,1.704,46,367,21,85,H1
"Grayson County, KY",2003-2004,24648,24962,314,1.274,61,253,21,85,H1
"Grayson County, KY",2004-2005,24962,25181,219,0.877,71,148,21,85,H1
"Grayson County, KY",2005-2006,25181,25294,113,0.449,74,39,21,85,H1
"Grayson County, KY",2006-2007,25294,25444,150,0.593,71,79,21,85,H1
"Grayson County, KY",2007-2008,25444,25558,114,0.448,85,29,21,85,H1
"Grayson County, KY",2008-2009,25558,25619,61,0.239,48,13,21,85,H1
"Grayson County, KY",2009-2010,25619,25791,172,0.671,9,163,21,85,H1
"Grayson County, KY",2010-2011,25791,25787,-4,-0.016,-5,1,21,85,H1
"Grayson County, KY",2011-2012,25787,25865,78,0.302,5,73,21,85,H1
"Grayson County, KY",2012-2013,25865,26033,168,0.65,47,121,21,85,H1
"Grayson County, KY",2013-2014,26033,26194,161,0.618,77,84,21,85,H1
"Grayson County, KY",2014-2015,26144,26221,77,0.295,66,11,21,85,H1
"Grayson County, KY",2015-2016,26221,26140,-81,-0.309,43,-124,21,85,H1
"Grayson County, KY",2016-2017,26140,26358,218,0.834,44,174,21,85,H1
"Green County, KY",2000-2001,11526,11566,40,0.347,-1,41,21,87,H1
"Green County, KY",2001-2002,11566,11543,-23,-0.199,10,-33,21,87,H1
"Green County, KY",2002-2003,11543,11557,14,0.121,-42,56,21,87,H1
"Green County, KY",2003-2004,11557,11408,-149,-1.289,-8,-141,21,87,H1
"Green County, KY",2004-2005,11408,11406,-2,-0.018,0,-2,21,87,H1
"Green County, KY",2005-2006,11406,11454,48,0.421,-9,57,21,87,H1
"Green County, KY",2006-2007,11454,11412,-42,-0.367,-13,-29,21,87,H1
"Green County, KY",2007-2008,11412,11432,20,0.175,-26,46,21,87,H1
"Green County, KY",2008-2009,11432,11359,-73,-0.639,-4,-69,21,87,H1
"Green County, KY",2009-2010,11359,11228,-131,-1.153,-16,-115,21,87,H1
"Green County, KY",2010-2011,11228,11204,-24,-0.214,-7,-17,21,87,H1
"Green County, KY",2011-2012,11204,11300,96,0.857,-2,98,21,87,H1
"Green County, KY",2012-2013,11300,11157,-143,-1.265,-32,-111,21,87,H1
"Green County, KY",2013-2014,11157,11043,-114,-1.022,-19,-95,21,87,H1
"Green County, KY",2014-2015,11047,11010,-37,-0.335,-21,-16,21,87,H1
"Green County, KY",2015-2016,11010,11001,-9,-0.082,-23,14,21,87,H1
"Green County, KY",2016-2017,11001,11065,64,0.582,-24,88,21,87,H1
"Greenup County, KY",2000-2001,36836,36804,-32,-0.087,38,-70,21,89,H1
"Greenup County, KY",2001-2002,36804,36600,-204,-0.554,-48,-156,21,89,H1
"Greenup County, KY",2002-2003,36600,36681,81,0.221,28,53,21,89,H1
"Greenup County, KY",2003-2004,36681,36579,-102,-0.278,22,-124,21,89,H1
"Greenup County, KY",2004-2005,36579,36530,-49,-0.134,62,-111,21,89,H1
"Greenup County, KY",2005-2006,36530,36827,297,0.813,22,275,21,89,H1
"Greenup County, KY",2006-2007,36827,36939,112,0.304,-20,132,21,89,H1
"Greenup County, KY",2007-2008,36939,37106,167,0.452,-46,213,21,89,H1
"Greenup County, KY",2008-2009,37106,37053,-53,-0.143,-24,-29,21,89,H1
"Greenup County, KY",2009-2010,37053,36909,-144,-0.389,-87,-57,21,89,H1
"Greenup County, KY",2010-2011,36909,36850,-59,-0.16,-43,-16,21,89,H1
"Greenup County, KY",2011-2012,36850,36718,-132,-0.358,-73,-59,21,89,H1
"Greenup County, KY",2012-2013,36718,36496,-222,-0.605,-34,-188,21,89,H1
"Greenup County, KY",2013-2014,36496,36308,-188,-0.515,-77,-111,21,89,H1
"Greenup County, KY",2014-2015,36299,36068,-231,-0.636,-48,-183,21,89,H1
"Greenup County, KY",2015-2016,36068,35795,-273,-0.757,-106,-167,21,89,H1
"Greenup County, KY",2016-2017,35795,35518,-277,-0.774,-108,-169,21,89,H1
"Hancock County, KY",2000-2001,8424,8431,7,0.083,62,-55,21,91,H1
"Hancock County, KY",2001-2002,8431,8424,-7,-0.083,27,-34,21,91,H1
"Hancock County, KY",2002-2003,8424,8426,2,0.024,32,-30,21,91,H1
"Hancock County, KY",2003-2004,8426,8389,-37,-0.439,46,-83,21,91,H1
"Hancock County, KY",2004-2005,8389,8508,119,1.419,51,68,21,91,H1
"Hancock County, KY",2005-2006,8508,8542,34,0.4,50,-16,21,91,H1
"Hancock County, KY",2006-2007,8542,8536,-6,-0.07,31,-37,21,91,H1
"Hancock County, KY",2007-2008,8536,8567,31,0.363,51,-20,21,91,H1
"Hancock County, KY",2008-2009,8567,8558,-9,-0.105,40,-49,21,91,H1
"Hancock County, KY",2009-2010,8558,8556,-2,-0.023,28,-30,21,91,H1
"Hancock County, KY",2010-2011,8556,8604,48,0.561,19,29,21,91,H1
"Hancock County, KY",2011-2012,8604,8671,67,0.779,48,19,21,91,H1
"Hancock County, KY",2012-2013,8671,8686,15,0.173,16,-1,21,91,H1
"Hancock County, KY",2013-2014,8686,8753,67,0.771,27,40,21,91,H1
"Hancock County, KY",2014-2015,8720,8692,-28,-0.321,29,-57,21,91,H1
"Hancock County, KY",2015-2016,8692,8737,45,0.518,49,-4,21,91,H1
"Hancock County, KY",2016-2017,8737,8801,64,0.733,51,13,21,91,H1
"Hardin County, KY",2000-2001,92919,93715,796,0.857,751,45,21,93,H1
"Hardin County, KY",2001-2002,93715,94136,421,0.449,707,-286,21,93,H1
"Hardin County, KY",2002-2003,94136,93929,-207,-0.22,865,-1072,21,93,H1
"Hardin County, KY",2003-2004,93929,95015,1086,1.156,757,329,21,93,H1
"Hardin County, KY",2004-2005,95015,96652,1637,1.723,896,741,21,93,H1
"Hardin County, KY",2005-2006,96652,97539,887,0.918,823,64,21,93,H1
"Hardin County, KY",2006-2007,97539,98728,1189,1.219,965,224,21,93,H1
"Hardin County, KY",2007-2008,98728,99926,1198,1.213,881,317,21,93,H1
"Hardin County, KY",2008-2009,99926,101254,1328,1.329,791,537,21,93,H1
"Hardin County, KY",2009-2010,101254,106995,5741,5.67,849,4892,21,93,H1
"Hardin County, KY",2010-2011,106995,107440,445,0.416,949,-504,21,93,H1
"Hardin County, KY",2011-2012,107440,107052,-388,-0.361,663,-1051,21,93,H1
"Hardin County, KY",2012-2013,107052,108073,1021,0.954,747,274,21,93,H1
"Hardin County, KY",2013-2014,108073,108266,193,0.179,674,-481,21,93,H1
"Hardin County, KY",2014-2015,108463,106439,-2024,-1.866,696,-2720,21,93,H1
"Hardin County, KY",2015-2016,106439,106893,454,0.427,467,-13,21,93,H1
"Hardin County, KY",2016-2017,106893,108071,1178,1.102,499,679,21,93,H1
"Harlan County, KY",2000-2001,32935,32184,-751,-2.28,-38,-713,21,95,H1
"Harlan County, KY",2001-2002,32184,31938,-246,-0.764,-64,-182,21,95,H1
"Harlan County, KY",2002-2003,31938,31291,-647,-2.026,1,-648,21,95,H1
"Harlan County, KY",2003-2004,31291,30614,-677,-2.164,-76,-601,21,95,H1
"Harlan County, KY",2004-2005,30614,30277,-337,-1.101,-83,-254,21,95,H1
"Harlan County, KY",2005-2006,30277,30113,-164,-0.542,15,-179,21,95,H1
"Harlan County, KY",2006-2007,30113,29969,-144,-0.478,36,-180,21,95,H1
"Harlan County, KY",2007-2008,29969,29591,-378,-1.261,-10,-368,21,95,H1
"Harlan County, KY",2008-2009,29591,29534,-57,-0.193,-39,-18,21,95,H1
"Harlan County, KY",2009-2010,29534,29238,-296,-1.002,-55,-241,21,95,H1
"Harlan County, KY",2010-2011,29238,29177,-61,-0.209,37,-98,21,95,H1
"Harlan County, KY",2011-2012,29177,28616,-561,-1.923,-39,-522,21,95,H1
"Harlan County, KY",2012-2013,28616,28527,-89,-0.311,5,-94,21,95,H1
"Harlan County, KY",2013-2014,28527,28163,-364,-1.276,19,-383,21,95,H1
"Harlan County, KY",2014-2015,28056,27703,-353,-1.258,-31,-322,21,95,H1
"Harlan County, KY",2015-2016,27703,27016,-687,-2.48,-83,-604,21,95,H1
"Harlan County, KY",2016-2017,27016,26713,-303,-1.122,-62,-241,21,95,H1
"Harrison County, KY",2000-2001,17997,18007,10,0.056,29,-19,21,97,H1
"Harrison County, KY",2001-2002,18007,18009,2,0.011,43,-41,21,97,H1
"Harrison County, KY",2002-2003,18009,18171,162,0.9,27,135,21,97,H1
"Harrison County, KY",2003-2004,18171,18233,62,0.341,38,24,21,97,H1
"Harrison County, KY",2004-2005,18233,18314,81,0.444,33,48,21,97,H1
"Harrison County, KY",2005-2006,18314,18483,169,0.923,28,141,21,97,H1
"Harrison County, KY",2006-2007,18483,18725,242,1.309,59,183,21,97,H1
"Harrison County, KY",2007-2008,18725,18876,151,0.806,48,103,21,97,H1
"Harrison County, KY",2008-2009,18876,18894,18,0.095,37,-19,21,97,H1
"Harrison County, KY",2009-2010,18894,18819,-75,-0.397,19,-94,21,97,H1
"Harrison County, KY",2010-2011,18819,18679,-140,-0.744,-21,-119,21,97,H1
"Harrison County, KY",2011-2012,18679,18592,-87,-0.466,-22,-65,21,97,H1
"Harrison County, KY",2012-2013,18592,18532,-60,-0.323,-4,-56,21,97,H1
"Harrison County, KY",2013-2014,18532,18592,60,0.324,-9,69,21,97,H1
"Harrison County, KY",2014-2015,18643,18763,120,0.644,34,86,21,97,H1
"Harrison County, KY",2015-2016,18763,18588,-175,-0.933,13,-188,21,97,H1
"Harrison County, KY",2016-2017,18588,18781,193,1.038,16,177,21,97,H1
"Hart County, KY",2000-2001,17535,17291,-244,-1.392,15,-259,21,99,H1
"Hart County, KY",2001-2002,17291,17573,282,1.631,52,230,21,99,H1
"Hart County, KY",2002-2003,17573,17741,168,0.956,71,97,21,99,H1
"Hart County, KY",2003-2004,17741,17821,80,0.451,36,44,21,99,H1
"Hart County, KY",2004-2005,17821,18040,219,1.229,25,194,21,99,H1
"Hart County, KY",2005-2006,18040,18109,69,0.382,31,38,21,99,H1
"Hart County, KY",2006-2007,18109,18172,63,0.348,36,27,21,99,H1
"Hart County, KY",2007-2008,18172,18320,148,0.814,38,110,21,99,H1
"Hart County, KY",2008-2009,18320,18197,-123,-0.671,56,-179,21,99,H1
"Hart County, KY",2009-2010,18197,18218,21,0.115,27,-6,21,99,H1
"Hart County, KY",2010-2011,18218,18348,130,0.714,85,45,21,99,H1
"Hart County, KY",2011-2012,18348,18433,85,0.463,57,28,21,99,H1
"Hart County, KY",2012-2013,18433,18539,106,0.575,10,96,21,99,H1
"Hart County, KY",2013-2014,18539,18597,58,0.313,54,4,21,99,H1
"Hart County, KY",2014-2015,18533,18454,-79,-0.426,34,-113,21,99,H1
"Hart County, KY",2015-2016,18454,18527,73,0.396,59,14,21,99,H1
"Hart County, KY",2016-2017,18527,18757,230,1.241,61,169,21,99,H1
"Henderson County, KY",2000-2001,44827,44865,38,0.085,139,-101,21,101,H1
"Henderson County, KY",2001-2002,44865,45091,226,0.504,132,94,21,101,H1
"Henderson County, KY",2002-2003,45091,45214,123,0.273,192,-69,21,101,H1
"Henderson County, KY",2003-2004,45214,45362,148,0.327,193,-45,21,101,H1
"Henderson County, KY",2004-2005,45362,45521,159,0.351,158,1,21,101,H1
"Henderson County, KY",2005-2006,45521,45633,112,0.246,193,-81,21,101,H1
"Henderson County, KY",2006-2007,45633,45696,63,0.138,167,-104,21,101,H1
"Henderson County, KY",2007-2008,45696,46046,350,0.766,204,146,21,101,H1
"Henderson County, KY",2008-2009,46046,46037,-9,-0.02,165,-174,21,101,H1
"Henderson County, KY",2009-2010,46037,46270,233,0.506,133,100,21,101,H1
"Henderson County, KY",2010-2011,46270,46384,114,0.246,70,44,21,101,H1
"Henderson County, KY",2011-2012,46384,46462,78,0.168,98,-20,21,101,H1
"Henderson County, KY",2012-2013,46462,46389,-73,-0.157,122,-195,21,101,H1
"Henderson County, KY",2013-2014,46389,46467,78,0.168,44,34,21,101,H1
"Henderson County, KY",2014-2015,46432,46407,-25,-0.054,46,-71,21,101,H1
"Henderson County, KY",2015-2016,46407,46244,-163,-0.351,49,-212,21,101,H1
"Henderson County, KY",2016-2017,46244,45928,-316,-0.683,22,-338,21,101,H1
"Henry County, KY",2000-2001,15032,15113,81,0.539,64,17,21,103,H1
"Henry County, KY",2001-2002,15113,15107,-6,-0.04,34,-40,21,103,H1
"Henry County, KY",2002-2003,15107,15259,152,1.006,69,83,21,103,H1
"Henry County, KY",2003-2004,15259,15327,68,0.446,57,11,21,103,H1
"Henry County, KY",2004-2005,15327,15368,41,0.268,41,0,21,103,H1
"Henry County, KY",2005-2006,15368,15475,107,0.696,60,47,21,103,H1
"Henry County, KY",2006-2007,15475,15465,-10,-0.065,72,-82,21,103,H1
"Henry County, KY",2007-2008,15465,15511,46,0.297,44,2,21,103,H1
"Henry County, KY",2008-2009,15511,15530,19,0.122,40,-21,21,103,H1
"Henry County, KY",2009-2010,15530,15407,-123,-0.792,25,-148,21,103,H1
"Henry County, KY",2010-2011,15407,15382,-25,-0.162,8,-33,21,103,H1
"Henry County, KY",2011-2012,15382,15342,-40,-0.26,14,-54,21,103,H1
"Henry County, KY",2012-2013,15342,15431,89,0.58,22,67,21,103,H1
"Henry County, KY",2013-2014,15431,15572,141,0.914,6,135,21,103,H1
"Henry County, KY",2014-2015,15573,15620,47,0.302,34,13,21,103,H1
"Henry County, KY",2015-2016,15620,15853,233,1.492,4,229,21,103,H1
"Henry County, KY",2016-2017,15853,16006,153,0.965,20,133,21,103,H1
"Hickman County, KY",2000-2001,5240,5234,-6,-0.115,-17,11,21,105,H1
"Hickman County, KY",2001-2002,5234,5225,-9,-0.172,-17,8,21,105,H1
"Hickman County, KY",2002-2003,5225,5186,-39,-0.746,-10,-29,21,105,H1
"Hickman County, KY",2003-2004,5186,5093,-93,-1.793,-19,-74,21,105,H1
"Hickman County, KY",2004-2005,5093,5061,-32,-0.628,-15,-17,21,105,H1
"Hickman County, KY",2005-2006,5061,5002,-59,-1.166,-26,-33,21,105,H1
"Hickman County, KY",2006-2007,5002,4955,-47,-0.94,-8,-39,21,105,H1
"Hickman County, KY",2007-2008,4955,4957,2,0.04,-6,8,21,105,H1
"Hickman County, KY",2008-2009,4957,4945,-12,-0.242,-14,2,21,105,H1
"Hickman County, KY",2009-2010,4945,4883,-62,-1.254,-27,-35,21,105,H1
"Hickman County, KY",2010-2011,4883,4823,-60,-1.229,-23,-37,21,105,H1
"Hickman County, KY",2011-2012,4823,4764,-59,-1.223,-9,-50,21,105,H1
"Hickman County, KY",2012-2013,4764,4748,-16,-0.336,-17,1,21,105,H1
"Hickman County, KY",2013-2014,4748,4734,-14,-0.295,-34,20,21,105,H1
"Hickman County, KY",2014-2015,4707,4612,-95,-2.018,-41,-54,21,105,H1
"Hickman County, KY",2015-2016,4612,4612,0,0,-3,3,21,105,H1
"Hickman County, KY",2016-2017,4612,4520,-92,-1.995,-26,-66,21,105,H1
"Hopkins County, KY",2000-2001,46463,46148,-315,-0.678,40,-355,21,107,H1
"Hopkins County, KY",2001-2002,46148,46374,226,0.49,2,224,21,107,H1
"Hopkins County, KY",2002-2003,46374,46668,294,0.634,-50,344,21,107,H1
"Hopkins County, KY",2003-2004,46668,46759,91,0.195,40,51,21,107,H1
"Hopkins County, KY",2004-2005,46759,46640,-119,-0.254,14,-133,21,107,H1
"Hopkins County, KY",2005-2006,46640,46727,87,0.187,16,71,21,107,H1
"Hopkins County, KY",2006-2007,46727,46834,107,0.229,120,-13,21,107,H1
"Hopkins County, KY",2007-2008,46834,47051,217,0.463,57,160,21,107,H1
"Hopkins County, KY",2008-2009,47051,46921,-130,-0.276,11,-141,21,107,H1
"Hopkins County, KY",2009-2010,46921,46890,-31,-0.066,-9,-22,21,107,H1
"Hopkins County, KY",2010-2011,46890,46896,6,0.013,52,-46,21,107,H1
"Hopkins County, KY",2011-2012,46896,46702,-194,-0.414,-49,-145,21,107,H1
"Hopkins County, KY",2012-2013,46702,46556,-146,-0.313,-69,-77,21,107,H1
"Hopkins County, KY",2013-2014,46556,46376,-180,-0.387,-5,-175,21,107,H1
"Hopkins County, KY",2014-2015,46304,46222,-82,-0.177,5,-87,21,107,H1
"Hopkins County, KY",2015-2016,46222,45708,-514,-1.112,1,-515,21,107,H1
"Hopkins County, KY",2016-2017,45708,45547,-161,-0.352,3,-164,21,107,H1
"Jackson County, KY",2000-2001,13507,13611,104,0.77,32,72,21,109,H1
"Jackson County, KY",2001-2002,13611,13559,-52,-0.382,-14,-38,21,109,H1
"Jackson County, KY",2002-2003,13559,13512,-47,-0.347,20,-67,21,109,H1
"Jackson County, KY",2003-2004,13512,13476,-36,-0.266,29,-65,21,109,H1
"Jackson County, KY",2004-2005,13476,13596,120,0.89,54,66,21,109,H1
"Jackson County, KY",2005-2006,13596,13577,-19,-0.14,41,-60,21,109,H1
"Jackson County, KY",2006-2007,13577,13606,29,0.214,-7,36,21,109,H1
"Jackson County, KY",2007-2008,13606,13650,44,0.323,-50,94,21,109,H1
"Jackson County, KY",2008-2009,13650,13463,-187,-1.37,7,-194,21,109,H1
"Jackson County, KY",2009-2010,13463,13491,28,0.208,-18,46,21,109,H1
"Jackson County, KY",2010-2011,13491,13397,-94,-0.697,-18,-76,21,109,H1
"Jackson County, KY",2011-2012,13397,13298,-99,-0.739,-15,-84,21,109,H1
"Jackson County, KY",2012-2013,13298,13376,78,0.587,-7,85,21,109,H1
"Jackson County, KY",2013-2014,13376,13289,-87,-0.65,0,-87,21,109,H1
"Jackson County, KY",2014-2015,13324,13352,28,0.21,20,8,21,109,H1
"Jackson County, KY",2015-2016,13352,13373,21,0.157,18,3,21,109,H1
"Jackson County, KY",2016-2017,13373,13431,58,0.434,15,43,21,109,H1
"Jefferson County, KY",2000-2001,694399,697159,2760,0.397,2686,74,21,111,H1
"Jefferson County, KY",2001-2002,697159,699810,2651,0.38,2682,-31,21,111,H1
"Jefferson County, KY",2002-2003,699810,703970,4160,0.594,2667,1493,21,111,H1
"Jefferson County, KY",2003-2004,703970,706828,2858,0.406,2885,-27,21,111,H1
"Jefferson County, KY",2004-2005,706828,710018,3190,0.451,3073,117,21,111,H1
"Jefferson County, KY",2005-2006,710018,715149,5131,0.723,3156,1975,21,111,H1
"Jefferson County, KY",2006-2007,715149,723040,7891,1.103,3952,3939,21,111,H1
"Jefferson County, KY",2007-2008,723040,730194,7154,0.989,3324,3830,21,111,H1
"Jefferson County, KY",2008-2009,730194,736705,6511,0.892,2842,3669,21,111,H1
"Jefferson County, KY",2009-2010,736705,742227,5522,0.75,3375,2147,21,111,H1
"Jefferson County, KY",2010-2011,742227,746562,4335,0.584,2843,1492,21,111,H1
"Jefferson County, KY",2011-2012,746562,751327,4765,0.638,2703,2062,21,111,H1
"Jefferson County, KY",2012-2013,751327,757282,5955,0.793,2767,3188,21,111,H1
"Jefferson County, KY",2013-2014,757282,760026,2744,0.362,2817,-73,21,111,H1
"Jefferson County, KY",2014-2015,760621,763623,3002,0.395,2780,222,21,111,H1
"Jefferson County, KY",2015-2016,763623,767335,3712,0.486,2356,1356,21,111,H1
"Jefferson County, KY",2016-2017,767335,771158,3823,0.498,2558,1265,21,111,H1
"Jessamine County, KY",2000-2001,39216,39819,603,1.538,256,347,21,113,H1
"Jessamine County, KY",2001-2002,39819,40760,941,2.363,200,741,21,113,H1
"Jessamine County, KY",2002-2003,40760,41545,785,1.926,228,557,21,113,H1
"Jessamine County, KY",2003-2004,41545,42348,803,1.933,303,500,21,113,H1
"Jessamine County, KY",2004-2005,42348,43503,1155,2.727,263,892,21,113,H1
"Jessamine County, KY",2005-2006,43503,45024,1521,3.496,361,1160,21,113,H1
"Jessamine County, KY",2006-2007,45024,46044,1020,2.265,375,645,21,113,H1
"Jessamine County, KY",2007-2008,46044,47429,1385,3.008,315,1070,21,113,H1
"Jessamine County, KY",2008-2009,47429,48153,724,1.526,312,412,21,113,H1
"Jessamine County, KY",2009-2010,48153,48678,525,1.09,226,299,21,113,H1
"Jessamine County, KY",2010-2011,48678,48865,187,0.384,296,-109,21,113,H1
"Jessamine County, KY",2011-2012,48865,49563,698,1.428,312,386,21,113,H1
"Jessamine County, KY",2012-2013,49563,50084,521,1.051,276,245,21,113,H1
"Jessamine County, KY",2013-2014,50084,50815,731,1.46,275,456,21,113,H1
"Jessamine County, KY",2014-2015,50988,51961,973,1.908,310,663,21,113,H1
"Jessamine County, KY",2015-2016,51961,52255,294,0.566,241,53,21,113,H1
"Jessamine County, KY",2016-2017,52255,53375,1120,2.143,246,874,21,113,H1
"Johnson County, KY",2000-2001,23315,23230,-85,-0.365,44,-129,21,115,H1
"Johnson County, KY",2001-2002,23230,23156,-74,-0.319,36,-110,21,115,H1
"Johnson County, KY",2002-2003,23156,23138,-18,-0.078,51,-69,21,115,H1
"Johnson County, KY",2003-2004,23138,23229,91,0.393,24,67,21,115,H1
"Johnson County, KY",2004-2005,23229,23332,103,0.443,25,78,21,115,H1
"Johnson County, KY",2005-2006,23332,23382,50,0.214,19,31,21,115,H1
"Johnson County, KY",2006-2007,23382,23354,-28,-0.12,30,-58,21,115,H1
"Johnson County, KY",2007-2008,23354,23256,-98,-0.42,-16,-82,21,115,H1
"Johnson County, KY",2008-2009,23256,23220,-36,-0.155,21,-57,21,115,H1
"Johnson County, KY",2009-2010,23220,23385,165,0.711,-8,173,21,115,H1
"Johnson County, KY",2010-2011,23385,23424,39,0.167,21,18,21,115,H1
"Johnson County, KY",2011-2012,23424,23415,-9,-0.038,27,-36,21,115,H1
"Johnson County, KY",2012-2013,23415,23464,49,0.209,24,25,21,115,H1
"Johnson County, KY",2013-2014,23464,23262,-202,-0.861,48,-250,21,115,H1
"Johnson County, KY",2014-2015,23239,23175,-64,-0.275,-3,-61,21,115,H1
"Johnson County, KY",2015-2016,23175,22870,-305,-1.316,-63,-242,21,115,H1
"Johnson County, KY",2016-2017,22870,22594,-276,-1.207,-55,-221,21,115,H1
"Kenton County, KY",2000-2001,151658,151974,316,0.208,1062,-746,21,117,H1
"Kenton County, KY",2001-2002,151974,151777,-197,-0.13,830,-1027,21,117,H1
"Kenton County, KY",2002-2003,151777,152591,814,0.536,1027,-213,21,117,H1
"Kenton County, KY",2003-2004,152591,153138,547,0.358,1072,-525,21,117,H1
