State_Name,Year,Starting_Population,Ending_Population,Change,Percentage_Change,Natural_Increase,Net_Migration,STATEFP,COUNTYFP,CLASSFP
"Todd County, SD",2012-2013,9935,9977,42,0.423,135,-93,46,121,H1
"Todd County, SD",2013-2014,9977,9882,-95,-0.952,138,-233,46,121,H1
"Todd County, SD",2014-2015,9930,9959,29,0.292,142,-113,46,121,H1
"Todd County, SD",2015-2016,9959,10099,140,1.406,145,-5,46,121,H1
"Todd County, SD",2016-2017,10099,10065,-34,-0.337,144,-178,46,121,H1
"Tripp County, SD",2000-2001,6391,6281,-110,-1.721,-2,-108,46,123,H1
"Tripp County, SD",2001-2002,6281,6254,-27,-0.43,-17,-10,46,123,H1
"Tripp County, SD",2002-2003,6254,6184,-70,-1.119,-14,-56,46,123,H1
"Tripp County, SD",2003-2004,6184,6069,-115,-1.86,-19,-96,46,123,H1
"Tripp County, SD",2004-2005,6069,6061,-8,-0.132,19,-27,46,123,H1
"Tripp County, SD",2005-2006,6061,5964,-97,-1.6,-3,-94,46,123,H1
"Tripp County, SD",2006-2007,5964,5800,-164,-2.75,-15,-149,46,123,H1
"Tripp County, SD",2007-2008,5800,5671,-129,-2.224,-2,-127,46,123,H1
"Tripp County, SD",2008-2009,5671,5636,-35,-0.617,-7,-28,46,123,H1
"Tripp County, SD",2009-2010,5636,5639,3,0.053,-4,7,46,123,H1
"Tripp County, SD",2010-2011,5639,5605,-34,-0.603,-14,-20,46,123,H1
"Tripp County, SD",2011-2012,5605,5485,-120,-2.141,-2,-118,46,123,H1
"Tripp County, SD",2012-2013,5485,5506,21,0.383,12,9,46,123,H1
"Tripp County, SD",2013-2014,5506,5512,6,0.109,4,2,46,123,H1
"Tripp County, SD",2014-2015,5499,5434,-65,-1.182,6,-71,46,123,H1
"Tripp County, SD",2015-2016,5434,5490,56,1.031,3,53,46,123,H1
"Tripp County, SD",2016-2017,5490,5460,-30,-0.546,11,-41,46,123,H1
"Turner County, SD",2000-2001,8845,8742,-103,-1.164,-37,-66,46,125,H1
"Turner County, SD",2001-2002,8742,8576,-166,-1.899,-33,-133,46,125,H1
"Turner County, SD",2002-2003,8576,8577,1,0.012,-28,29,46,125,H1
"Turner County, SD",2003-2004,8577,8532,-45,-0.525,-19,-26,46,125,H1
"Turner County, SD",2004-2005,8532,8436,-96,-1.125,-27,-69,46,125,H1
"Turner County, SD",2005-2006,8436,8382,-54,-0.64,-6,-48,46,125,H1
"Turner County, SD",2006-2007,8382,8407,25,0.298,5,20,46,125,H1
"Turner County, SD",2007-2008,8407,8379,-28,-0.333,-27,-1,46,125,H1
"Turner County, SD",2008-2009,8379,8317,-62,-0.74,-18,-44,46,125,H1
"Turner County, SD",2009-2010,8317,8349,32,0.385,-8,40,46,125,H1
"Turner County, SD",2010-2011,8349,8375,26,0.311,-11,37,46,125,H1
"Turner County, SD",2011-2012,8375,8332,-43,-0.513,-10,-33,46,125,H1
"Turner County, SD",2012-2013,8332,8365,33,0.396,-1,34,46,125,H1
"Turner County, SD",2013-2014,8365,8272,-93,-1.112,-2,-91,46,125,H1
"Turner County, SD",2014-2015,8253,8209,-44,-0.533,-17,-27,46,125,H1
"Turner County, SD",2015-2016,8209,8268,59,0.719,-3,62,46,125,H1
"Turner County, SD",2016-2017,8268,8315,47,0.568,-4,51,46,125,H1
"Union County, SD",2000-2001,12564,12577,13,0.103,51,-38,46,127,H1
"Union County, SD",2001-2002,12577,12711,134,1.065,73,61,46,127,H1
"Union County, SD",2002-2003,12711,12863,152,1.196,70,82,46,127,H1
"Union County, SD",2003-2004,12863,13002,139,1.081,72,67,46,127,H1
"Union County, SD",2004-2005,13002,13119,117,0.9,78,39,46,127,H1
"Union County, SD",2005-2006,13119,13388,269,2.05,92,177,46,127,H1
"Union County, SD",2006-2007,13388,13672,284,2.121,76,208,46,127,H1
"Union County, SD",2007-2008,13672,13825,153,1.119,84,69,46,127,H1
"Union County, SD",2008-2009,13825,14127,302,2.184,84,218,46,127,H1
"Union County, SD",2009-2010,14127,14480,353,2.499,79,274,46,127,H1
"Union County, SD",2010-2011,14480,14601,121,0.836,58,63,46,127,H1
"Union County, SD",2011-2012,14601,14841,240,1.644,63,177,46,127,H1
"Union County, SD",2012-2013,14841,14804,-37,-0.249,57,-94,46,127,H1
"Union County, SD",2013-2014,14804,15029,225,1.52,77,148,46,127,H1
"Union County, SD",2014-2015,15020,14909,-111,-0.739,38,-149,46,127,H1
"Union County, SD",2015-2016,14909,14992,83,0.557,66,17,46,127,H1
"Union County, SD",2016-2017,14992,15029,37,0.247,56,-19,46,127,H1
"Walworth County, SD",2000-2001,5932,5812,-120,-2.023,-22,-98,46,129,H1
"Walworth County, SD",2001-2002,5812,5698,-114,-1.961,-22,-92,46,129,H1
"Walworth County, SD",2002-2003,5698,5551,-147,-2.58,-24,-123,46,129,H1
"Walworth County, SD",2003-2004,5551,5525,-26,-0.468,-8,-18,46,129,H1
"Walworth County, SD",2004-2005,5525,5507,-18,-0.326,-16,-2,46,129,H1
"Walworth County, SD",2005-2006,5507,5469,-38,-0.69,-28,-10,46,129,H1
"Walworth County, SD",2006-2007,5469,5379,-90,-1.646,-3,-87,46,129,H1
"Walworth County, SD",2007-2008,5379,5368,-11,-0.204,-19,8,46,129,H1
"Walworth County, SD",2008-2009,5368,5371,3,0.056,-15,18,46,129,H1
"Walworth County, SD",2009-2010,5371,5446,75,1.396,-3,78,46,129,H1
"Walworth County, SD",2010-2011,5446,5569,123,2.259,-9,132,46,129,H1
"Walworth County, SD",2011-2012,5569,5460,-109,-1.957,-15,-94,46,129,H1
"Walworth County, SD",2012-2013,5460,5505,45,0.824,-3,48,46,129,H1
"Walworth County, SD",2013-2014,5505,5511,6,0.109,-3,9,46,129,H1
"Walworth County, SD",2014-2015,5508,5443,-65,-1.18,4,-69,46,129,H1
"Walworth County, SD",2015-2016,5443,5501,58,1.066,6,52,46,129,H1
"Walworth County, SD",2016-2017,5501,5543,42,0.763,11,31,46,129,H1
"Yankton County, SD",2000-2001,21616,21527,-89,-0.412,60,-149,46,135,H1
"Yankton County, SD",2001-2002,21527,21576,49,0.228,41,8,46,135,H1
"Yankton County, SD",2002-2003,21576,21687,111,0.514,42,69,46,135,H1
"Yankton County, SD",2003-2004,21687,21869,182,0.839,49,133,46,135,H1
"Yankton County, SD",2004-2005,21869,21871,2,0.009,61,-59,46,135,H1
"Yankton County, SD",2005-2006,21871,21957,86,0.393,72,14,46,135,H1
"Yankton County, SD",2006-2007,21957,22064,107,0.487,98,9,46,135,H1
"Yankton County, SD",2007-2008,22064,22267,203,0.92,65,138,46,135,H1
"Yankton County, SD",2008-2009,22267,22331,64,0.287,53,11,46,135,H1
"Yankton County, SD",2009-2010,22331,22455,124,0.555,58,66,46,135,H1
"Yankton County, SD",2010-2011,22455,22507,52,0.232,39,13,46,135,H1
"Yankton County, SD",2011-2012,22507,22591,84,0.373,43,41,46,135,H1
"Yankton County, SD",2012-2013,22591,22664,73,0.323,65,8,46,135,H1
"Yankton County, SD",2013-2014,22664,22684,20,0.088,73,-53,46,135,H1
"Yankton County, SD",2014-2015,22695,22702,7,0.031,79,-72,46,135,H1
"Yankton County, SD",2015-2016,22702,22626,-76,-0.335,25,-101,46,135,H1
"Yankton County, SD",2016-2017,22626,22662,36,0.159,84,-48,46,135,H1
"Ziebach County, SD",2000-2001,2479,2514,35,1.412,33,2,46,137,H1
"Ziebach County, SD",2001-2002,2514,2560,46,1.83,35,11,46,137,H1
"Ziebach County, SD",2002-2003,2560,2594,34,1.328,27,7,46,137,H1
"Ziebach County, SD",2003-2004,2594,2631,37,1.426,29,8,46,137,H1
"Ziebach County, SD",2004-2005,2631,2663,32,1.216,30,2,46,137,H1
"Ziebach County, SD",2005-2006,2663,2782,119,4.469,39,80,46,137,H1
"Ziebach County, SD",2006-2007,2782,2781,-1,-0.036,19,-20,46,137,H1
"Ziebach County, SD",2007-2008,2781,2708,-73,-2.625,33,-106,46,137,H1
"Ziebach County, SD",2008-2009,2708,2737,29,1.071,42,-13,46,137,H1
"Ziebach County, SD",2009-2010,2737,2820,83,3.033,28,55,46,137,H1
"Ziebach County, SD",2010-2011,2820,2837,17,0.603,30,-13,46,137,H1
"Ziebach County, SD",2011-2012,2837,2869,32,1.128,35,-3,46,137,H1
"Ziebach County, SD",2012-2013,2869,2835,-34,-1.185,28,-62,46,137,H1
"Ziebach County, SD",2013-2014,2835,2826,-9,-0.317,23,-32,46,137,H1
"Ziebach County, SD",2014-2015,2823,2803,-20,-0.708,13,-33,46,137,H1
"Ziebach County, SD",2015-2016,2803,2874,71,2.533,14,57,46,137,H1
"Ziebach County, SD",2016-2017,2874,2756,-118,-4.106,4,-122,46,137,H1
Virginia,2000-2001,7105817,7198362,92545,1.302,42505,50040,51,0,STATE
Virginia,2001-2002,7198362,7286873,88511,1.23,42120,46391,51,0,STATE
Virginia,2002-2003,7286873,7366977,80104,1.099,43101,37003,51,0,STATE
Virginia,2003-2004,7366977,7475575,108598,1.474,44960,63638,51,0,STATE
Virginia,2004-2005,7475575,7577105,101530,1.358,45850,55680,51,0,STATE
Virginia,2005-2006,7577105,7673725,96620,1.275,48734,47886,51,0,STATE
Virginia,2006-2007,7673725,7.75E+06,77275,1.007,50830,26445,51,0,STATE
Virginia,2007-2008,7.75E+06,7833496,82496,1.064,49180,33316,51,0,STATE
Virginia,2008-2009,7833496,7925937,92441,1.18,47534,44907,51,0,STATE
Virginia,2009-2010,7925937,8025787,99850,1.26,46555,53295,51,0,STATE
Virginia,2010-2011,8025787,8110783,84996,1.059,41887,43109,51,0,STATE
Virginia,2011-2012,8110783,8193374,82591,1.018,42555,40036,51,0,STATE
Virginia,2012-2013,8193374,8267875,74501,0.909,39077,35424,51,0,STATE
Virginia,2013-2014,8267875,8328098,60223,0.728,40043,20180,51,0,STATE
Virginia,2014-2015,8328098,8382993,54895,0.659,40010,14885,51,0,STATE
Virginia,2015-2016,8382993,8414380,31387,0.374,37294,-5907,51,0,STATE
Virginia,2016-2017,8414380,8470020,55640,0.661,34729,20911,51,0,STATE
"Accomack County, VA",2000-2001,38215,37742,-473,-1.238,24,-497,51,1,H1
"Accomack County, VA",2001-2002,37742,37308,-434,-1.15,-19,-415,51,1,H1
"Accomack County, VA",2002-2003,37308,36742,-566,-1.517,36,-602,51,1,H1
"Accomack County, VA",2003-2004,36742,36310,-432,-1.176,-2,-430,51,1,H1
"Accomack County, VA",2004-2005,36310,35835,-475,-1.308,9,-484,51,1,H1
"Accomack County, VA",2005-2006,35835,35192,-643,-1.794,60,-703,51,1,H1
"Accomack County, VA",2006-2007,35192,34553,-639,-1.816,22,-661,51,1,H1
"Accomack County, VA",2007-2008,34553,33970,-583,-1.687,93,-676,51,1,H1
"Accomack County, VA",2008-2009,33970,33415,-555,-1.634,72,-627,51,1,H1
"Accomack County, VA",2009-2010,33415,33176,-239,-0.715,-10,-229,51,1,H1
"Accomack County, VA",2010-2011,33176,33294,118,0.356,6,112,51,1,H1
"Accomack County, VA",2011-2012,33294,33313,19,0.057,33,-14,51,1,H1
"Accomack County, VA",2012-2013,33313,33021,-292,-0.877,-51,-241,51,1,H1
"Accomack County, VA",2013-2014,33021,33021,0,0,-47,47,51,1,H1
"Accomack County, VA",2014-2015,32998,32973,-25,-0.076,-83,58,51,1,H1
"Accomack County, VA",2015-2016,32973,32818,-155,-0.47,-80,-75,51,1,H1
"Accomack County, VA",2016-2017,32818,32545,-273,-0.832,-102,-171,51,1,H1
"Albemarle County, VA",2000-2001,83532,85002,1470,1.76,446,1024,51,3,H1
"Albemarle County, VA",2001-2002,85002,86150,1148,1.351,403,745,51,3,H1
"Albemarle County, VA",2002-2003,86150,87620,1470,1.706,412,1058,51,3,H1
"Albemarle County, VA",2003-2004,87620,89491,1871,2.135,388,1483,51,3,H1
"Albemarle County, VA",2004-2005,89491,91676,2185,2.442,294,1891,51,3,H1
"Albemarle County, VA",2005-2006,91676,93852,2176,2.374,412,1764,51,3,H1
"Albemarle County, VA",2006-2007,93852,95009,1157,1.233,512,645,51,3,H1
"Albemarle County, VA",2007-2008,95009,97081,2072,2.181,416,1656,51,3,H1
"Albemarle County, VA",2008-2009,97081,98071,990,1.02,487,503,51,3,H1
"Albemarle County, VA",2009-2010,98071,99214,1143,1.165,366,777,51,3,H1
"Albemarle County, VA",2010-2011,99214,100667,1453,1.465,387,1066,51,3,H1
"Albemarle County, VA",2011-2012,100667,102030,1363,1.354,317,1046,51,3,H1
"Albemarle County, VA",2012-2013,102030,103014,984,0.964,288,696,51,3,H1
"Albemarle County, VA",2013-2014,103014,104489,1475,1.432,280,1195,51,3,H1
"Albemarle County, VA",2014-2015,104351,105703,1352,1.296,269,1083,51,3,H1
"Albemarle County, VA",2015-2016,105703,106419,716,0.677,176,540,51,3,H1
"Albemarle County, VA",2016-2017,106419,107702,1283,1.206,166,1117,51,3,H1
"Alleghany County, VA",2000-2001,17213,17082,-131,-0.761,-6,-125,51,5,H1
"Alleghany County, VA",2001-2002,17082,16953,-129,-0.755,-62,-67,51,5,H1
"Alleghany County, VA",2002-2003,16953,16687,-266,-1.569,-87,-179,51,5,H1
"Alleghany County, VA",2003-2004,16687,16645,-42,-0.252,-61,19,51,5,H1
"Alleghany County, VA",2004-2005,16645,16580,-65,-0.391,-90,25,51,5,H1
"Alleghany County, VA",2005-2006,16580,16564,-16,-0.097,-24,8,51,5,H1
"Alleghany County, VA",2006-2007,16564,16530,-34,-0.205,-57,23,51,5,H1
"Alleghany County, VA",2007-2008,16530,16404,-126,-0.762,-70,-56,51,5,H1
"Alleghany County, VA",2008-2009,16404,16306,-98,-0.597,-49,-49,51,5,H1
"Alleghany County, VA",2009-2010,16306,16223,-83,-0.509,-48,-35,51,5,H1
"Alleghany County, VA",2010-2011,16223,16320,97,0.598,-85,182,51,5,H1
"Alleghany County, VA",2011-2012,16320,16183,-137,-0.839,-97,-40,51,5,H1
"Alleghany County, VA",2012-2013,16183,16121,-62,-0.383,-119,57,51,5,H1
"Alleghany County, VA",2013-2014,16121,15820,-301,-1.867,-136,-165,51,5,H1
"Alleghany County, VA",2014-2015,15884,15677,-207,-1.303,-141,-66,51,5,H1
"Alleghany County, VA",2015-2016,15677,15372,-305,-1.946,-89,-216,51,5,H1
"Alleghany County, VA",2016-2017,15372,15122,-250,-1.626,-123,-127,51,5,H1
"Amelia County, VA",2000-2001,11446,11481,35,0.306,40,-5,51,7,H1
"Amelia County, VA",2001-2002,11481,11540,59,0.514,36,23,51,7,H1
"Amelia County, VA",2002-2003,11540,11544,4,0.035,-12,16,51,7,H1
"Amelia County, VA",2003-2004,11544,11712,168,1.455,35,133,51,7,H1
"Amelia County, VA",2004-2005,11712,11943,231,1.972,-5,236,51,7,H1
"Amelia County, VA",2005-2006,11943,12250,307,2.571,33,274,51,7,H1
"Amelia County, VA",2006-2007,12250,12447,197,1.608,3,194,51,7,H1
"Amelia County, VA",2007-2008,12447,12563,116,0.932,28,88,51,7,H1
"Amelia County, VA",2008-2009,12563,12594,31,0.247,34,-3,51,7,H1
"Amelia County, VA",2009-2010,12594,12740,146,1.159,25,121,51,7,H1
"Amelia County, VA",2010-2011,12740,12752,12,0.094,19,-7,51,7,H1
"Amelia County, VA",2011-2012,12752,12745,-7,-0.055,-11,4,51,7,H1
"Amelia County, VA",2012-2013,12745,12727,-18,-0.141,2,-20,51,7,H1
"Amelia County, VA",2013-2014,12727,12855,128,1.006,25,103,51,7,H1
"Amelia County, VA",2014-2015,12785,12903,118,0.923,3,115,51,7,H1
"Amelia County, VA",2015-2016,12903,12830,-73,-0.566,13,-86,51,7,H1
"Amelia County, VA",2016-2017,12830,13020,190,1.481,4,186,51,7,H1
"Amherst County, VA",2000-2001,31854,31953,99,0.311,47,52,51,9,H1
"Amherst County, VA",2001-2002,31953,31775,-178,-0.557,-22,-156,51,9,H1
"Amherst County, VA",2002-2003,31775,31810,35,0.11,5,30,51,9,H1
"Amherst County, VA",2003-2004,31810,31783,-27,-0.085,7,-34,51,9,H1
"Amherst County, VA",2004-2005,31783,31955,172,0.541,26,146,51,9,H1
"Amherst County, VA",2005-2006,31955,32094,139,0.435,-6,145,51,9,H1
"Amherst County, VA",2006-2007,32094,32203,109,0.34,29,80,51,9,H1
"Amherst County, VA",2007-2008,32203,32510,307,0.953,22,285,51,9,H1
"Amherst County, VA",2008-2009,32510,32447,-63,-0.194,13,-76,51,9,H1
"Amherst County, VA",2009-2010,32447,32388,-59,-0.182,-3,-56,51,9,H1
"Amherst County, VA",2010-2011,32388,32120,-268,-0.827,-21,-247,51,9,H1
"Amherst County, VA",2011-2012,32120,32445,325,1.012,-23,348,51,9,H1
"Amherst County, VA",2012-2013,32445,32193,-252,-0.777,-13,-239,51,9,H1
"Amherst County, VA",2013-2014,32193,32041,-152,-0.472,-46,-106,51,9,H1
"Amherst County, VA",2014-2015,32062,31914,-148,-0.462,-53,-95,51,9,H1
"Amherst County, VA",2015-2016,31914,31667,-247,-0.774,20,-267,51,9,H1
"Amherst County, VA",2016-2017,31667,31594,-73,-0.231,-14,-59,51,9,H1
"Appomattox County, VA",2000-2001,13692,13809,117,0.855,13,104,51,11,H1
"Appomattox County, VA",2001-2002,13809,13733,-76,-0.55,27,-103,51,11,H1
"Appomattox County, VA",2002-2003,13733,13765,32,0.233,3,29,51,11,H1
"Appomattox County, VA",2003-2004,13765,13916,151,1.097,21,130,51,11,H1
"Appomattox County, VA",2004-2005,13916,13981,65,0.467,3,62,51,11,H1
"Appomattox County, VA",2005-2006,13981,14215,234,1.674,-11,245,51,11,H1
"Appomattox County, VA",2006-2007,14215,14425,210,1.477,16,194,51,11,H1
"Appomattox County, VA",2007-2008,14425,14795,370,2.565,17,353,51,11,H1
"Appomattox County, VA",2008-2009,14795,14812,17,0.115,45,-28,51,11,H1
"Appomattox County, VA",2009-2010,14812,15031,219,1.479,33,186,51,11,H1
"Appomattox County, VA",2010-2011,15031,15003,-28,-0.186,-19,-9,51,11,H1
"Appomattox County, VA",2011-2012,15003,15144,141,0.94,45,96,51,11,H1
"Appomattox County, VA",2012-2013,15144,15230,86,0.568,42,44,51,11,H1
"Appomattox County, VA",2013-2014,15230,15279,49,0.322,32,17,51,11,H1
"Appomattox County, VA",2014-2015,15266,15414,148,0.969,25,123,51,11,H1
"Appomattox County, VA",2015-2016,15414,15505,91,0.59,3,88,51,11,H1
"Appomattox County, VA",2016-2017,15505,15681,176,1.135,-2,178,51,11,H1
"Arlington County, VA",2000-2001,189198,190386,1188,0.628,1705,-517,51,13,H1
"Arlington County, VA",2001-2002,190386,190137,-249,-0.131,1715,-1964,51,13,H1
"Arlington County, VA",2002-2003,190137,188735,-1402,-0.737,1702,-3104,51,13,H1
"Arlington County, VA",2003-2004,188735,187901,-834,-0.442,1677,-2511,51,13,H1
"Arlington County, VA",2004-2005,187901,187760,-141,-0.075,1837,-1978,51,13,H1
"Arlington County, VA",2005-2006,187760,188176,416,0.222,1734,-1318,51,13,H1
"Arlington County, VA",2006-2007,188176,190759,2583,1.373,1847,736,51,13,H1
"Arlington County, VA",2007-2008,190759,196305,5546,2.907,1863,3683,51,13,H1
"Arlington County, VA",2008-2009,196305,202637,6332,3.226,1864,4468,51,13,H1
"Arlington County, VA",2009-2010,202637,209395,6758,3.335,2134,4624,51,13,H1
"Arlington County, VA",2010-2011,209395,216603,7208,3.442,2074,5134,51,13,H1
"Arlington County, VA",2011-2012,216603,221947,5344,2.467,2231,3113,51,13,H1
"Arlington County, VA",2012-2013,221947,226012,4065,1.832,2305,1760,51,13,H1
"Arlington County, VA",2013-2014,226012,226908,896,0.396,2247,-1351,51,13,H1
"Arlington County, VA",2014-2015,226624,229164,2540,1.121,2164,376,51,13,H1
"Arlington County, VA",2015-2016,229164,231610,2446,1.067,2213,233,51,13,H1
"Arlington County, VA",2016-2017,231610,234965,3355,1.449,2011,1344,51,13,H1
"Augusta County, VA",2000-2001,65572,66124,552,0.842,138,414,51,15,H1
"Augusta County, VA",2001-2002,66124,66735,611,0.924,128,483,51,15,H1
"Augusta County, VA",2002-2003,66735,67660,925,1.386,213,712,51,15,H1
"Augusta County, VA",2003-2004,67660,68899,1239,1.831,119,1120,51,15,H1
"Augusta County, VA",2004-2005,68899,69949,1050,1.524,146,904,51,15,H1
"Augusta County, VA",2005-2006,69949,71896,1947,2.783,139,1808,51,15,H1
"Augusta County, VA",2006-2007,71896,73041,1145,1.593,245,900,51,15,H1
"Augusta County, VA",2007-2008,73041,73555,514,0.704,163,351,51,15,H1
"Augusta County, VA",2008-2009,73555,73844,289,0.393,164,125,51,15,H1
"Augusta County, VA",2009-2010,73844,73485,-359,-0.486,122,-481,51,15,H1
"Augusta County, VA",2010-2011,73485,73752,267,0.363,-57,324,51,15,H1
"Augusta County, VA",2011-2012,73752,73603,-149,-0.202,-43,-106,51,15,H1
"Augusta County, VA",2012-2013,73603,73835,232,0.315,-111,343,51,15,H1
"Augusta County, VA",2013-2014,73835,73862,27,0.037,-93,120,51,15,H1
"Augusta County, VA",2014-2015,74159,74314,155,0.209,-139,294,51,15,H1
"Augusta County, VA",2015-2016,74314,74774,460,0.619,-38,498,51,15,H1
"Augusta County, VA",2016-2017,74774,75144,370,0.495,-66,436,51,15,H1
"Bath County, VA",2000-2001,5020,4997,-23,-0.458,-22,-1,51,17,H1
"Bath County, VA",2001-2002,4997,5012,15,0.3,-27,42,51,17,H1
"Bath County, VA",2002-2003,5012,4974,-38,-0.758,-28,-10,51,17,H1
"Bath County, VA",2003-2004,4974,4934,-40,-0.804,-23,-17,51,17,H1
"Bath County, VA",2004-2005,4934,4891,-43,-0.872,-35,-8,51,17,H1
"Bath County, VA",2005-2006,4891,4823,-68,-1.39,-29,-39,51,17,H1
"Bath County, VA",2006-2007,4823,4835,12,0.249,-13,25,51,17,H1
"Bath County, VA",2007-2008,4835,4778,-57,-1.179,-21,-36,51,17,H1
"Bath County, VA",2008-2009,4778,4743,-35,-0.733,-34,-1,51,17,H1
"Bath County, VA",2009-2010,4743,4717,-26,-0.548,-35,9,51,17,H1
"Bath County, VA",2010-2011,4717,4676,-41,-0.869,-26,-15,51,17,H1
"Bath County, VA",2011-2012,4676,4655,-21,-0.449,-39,18,51,17,H1
"Bath County, VA",2012-2013,4655,4607,-48,-1.031,-12,-36,51,17,H1
"Bath County, VA",2013-2014,4607,4563,-44,-0.955,-15,-29,51,17,H1
"Bath County, VA",2014-2015,4549,4470,-79,-1.737,-4,-75,51,17,H1
"Bath County, VA",2015-2016,4470,4413,-57,-1.275,-11,-46,51,17,H1
"Bath County, VA",2016-2017,4413,4297,-116,-2.629,-13,-103,51,17,H1
"Bedford County, VA",2000-2001,60472,60985,513,0.848,170,343,51,19,H1
"Bedford County, VA",2001-2002,60985,61580,595,0.976,86,509,51,19,H1
"Bedford County, VA",2002-2003,61580,62441,861,1.398,133,728,51,19,H1
"Bedford County, VA",2003-2004,62441,63563,1122,1.797,97,1025,51,19,H1
"Bedford County, VA",2004-2005,63563,64825,1262,1.985,148,1114,51,19,H1
"Bedford County, VA",2005-2006,64825,66363,1538,2.373,156,1382,51,19,H1
"Bedford County, VA",2006-2007,66363,67392,1029,1.551,41,988,51,19,H1
"Bedford County, VA",2007-2008,67392,67594,202,0.3,122,80,51,19,H1
"Bedford County, VA",2008-2009,67594,68399,805,1.191,138,667,51,19,H1
"Bedford County, VA",2009-2010,68399,74941,6542,9.564,122,6420,51,19,H1
"Bedford County, VA",2010-2011,74941,75338,397,0.53,-38,435,51,19,H1
"Bedford County, VA",2011-2012,75338,75431,93,0.123,-101,194,51,19,H1
"Bedford County, VA",2012-2013,75431,75740,309,0.41,-86,395,51,19,H1
"Bedford County, VA",2013-2014,75740,76583,843,1.113,-118,961,51,19,H1
"Bedford County, VA",2014-2015,77095,77724,629,0.816,-85,714,51,19,H1
"Bedford County, VA",2015-2016,77724,77828,104,0.134,-188,292,51,19,H1
"Bedford County, VA",2016-2017,77828,77974,146,0.188,-206,352,51,19,H1
"Bland County, VA",2000-2001,6833,6876,43,0.629,-20,63,51,21,H1
"Bland County, VA",2001-2002,6876,6836,-40,-0.582,-5,-35,51,21,H1
"Bland County, VA",2002-2003,6836,6913,77,1.126,-5,82,51,21,H1
"Bland County, VA",2003-2004,6913,6913,0,0,-33,33,51,21,H1
"Bland County, VA",2004-2005,6913,6873,-40,-0.579,-16,-24,51,21,H1
"Bland County, VA",2005-2006,6873,6840,-33,-0.48,-38,5,51,21,H1
"Bland County, VA",2006-2007,6840,6930,90,1.316,-47,137,51,21,H1
"Bland County, VA",2007-2008,6930,6921,-9,-0.13,-19,10,51,21,H1
"Bland County, VA",2008-2009,6921,6868,-53,-0.766,-8,-45,51,21,H1
"Bland County, VA",2009-2010,6868,6823,-45,-0.655,-20,-25,51,21,H1
"Bland County, VA",2010-2011,6823,6780,-43,-0.63,-42,-1,51,21,H1
"Bland County, VA",2011-2012,6780,6710,-70,-1.032,-45,-25,51,21,H1
"Bland County, VA",2012-2013,6710,6695,-15,-0.224,-25,10,51,21,H1
"Bland County, VA",2013-2014,6695,6625,-70,-1.046,-39,-31,51,21,H1
"Bland County, VA",2014-2015,6606,6561,-45,-0.681,-44,-1,51,21,H1
"Bland County, VA",2015-2016,6561,6475,-86,-1.311,-34,-52,51,21,H1
"Bland County, VA",2016-2017,6475,6350,-125,-1.931,-38,-87,51,21,H1
"Botetourt County, VA",2000-2001,30648,30748,100,0.326,26,74,51,23,H1
"Botetourt County, VA",2001-2002,30748,31155,407,1.324,28,379,51,23,H1
"Botetourt County, VA",2002-2003,31155,31454,299,0.96,68,231,51,23,H1
"Botetourt County, VA",2003-2004,31454,31715,261,0.83,44,217,51,23,H1
"Botetourt County, VA",2004-2005,31715,31803,88,0.277,-21,109,51,23,H1
"Botetourt County, VA",2005-2006,31803,32491,688,2.163,15,673,51,23,H1
"Botetourt County, VA",2006-2007,32491,32681,190,0.585,-10,200,51,23,H1
"Botetourt County, VA",2007-2008,32681,32955,274,0.838,-16,290,51,23,H1
"Botetourt County, VA",2008-2009,32955,33042,87,0.264,6,81,51,23,H1
"Botetourt County, VA",2009-2010,33042,33188,146,0.442,-14,160,51,23,H1
"Botetourt County, VA",2010-2011,33188,33052,-136,-0.41,-76,-60,51,23,H1
"Botetourt County, VA",2011-2012,33052,33157,105,0.318,-88,193,51,23,H1
"Botetourt County, VA",2012-2013,33157,33029,-128,-0.386,-79,-49,51,23,H1
"Botetourt County, VA",2013-2014,33029,33100,71,0.215,-89,160,51,23,H1
"Botetourt County, VA",2014-2015,33115,33347,232,0.701,-98,330,51,23,H1
"Botetourt County, VA",2015-2016,33347,33150,-197,-0.591,-117,-80,51,23,H1
"Botetourt County, VA",2016-2017,33150,33192,42,0.127,-117,159,51,23,H1
"Brunswick County, VA",2000-2001,18387,18331,-56,-0.305,3,-59,51,25,H1
"Brunswick County, VA",2001-2002,18331,18236,-95,-0.518,-36,-59,51,25,H1
"Brunswick County, VA",2002-2003,18236,18072,-164,-0.899,-51,-113,51,25,H1
"Brunswick County, VA",2003-2004,18072,17981,-91,-0.504,-40,-51,51,25,H1
"Brunswick County, VA",2004-2005,17981,17981,0,0,-9,9,51,25,H1
"Brunswick County, VA",2005-2006,17981,18011,30,0.167,-7,37,51,25,H1
"Brunswick County, VA",2006-2007,18011,17823,-188,-1.044,-18,-170,51,25,H1
"Brunswick County, VA",2007-2008,17823,17791,-32,-0.18,-36,4,51,25,H1
"Brunswick County, VA",2008-2009,17791,17507,-284,-1.596,-23,-261,51,25,H1
"Brunswick County, VA",2009-2010,17507,17424,-83,-0.474,-39,-44,51,25,H1
"Brunswick County, VA",2010-2011,17424,17161,-263,-1.509,-42,-221,51,25,H1
